Episode,PPO,Random
1038,0.5500007,0.41000086
1039,0.65000063,0.7700002
1040,0.8800008,0.35000068
1041,0.46000057,0.33999997
1042,1.0,0.39000064
1043,0.37000078,0.62000066
1044,0.39000005,0.3
1045,1.03,0.66000086
1046,0.64000064,0.5500006
1047,0.4500007,0.32
1048,0.76000065,0.5500006
1049,0.61000067,0.3
1050,0.32,0.50000066
1051,0.44000012,0.31
1052,0.5800007,0.5700007
1053,0.48000056,0.36000055
1054,0.62000036,0.3
1055,0.76000077,0.3
1056,0.38000005,0.3
1057,0.4200006,0.3
1058,0.41000062,0.47000068
1059,0.71000075,0.65000075
1060,0.4000005,0.46000034
1061,0.46000028,0.31
1062,0.31000048,0.7600005
1063,0.39000064,0.3400007
1064,0.7600007,0.76000077
1065,0.5800007,0.4300006
1066,0.36000055,0.57000047
1067,0.64000064,0.3
1068,0.46000057,0.49000078
1069,0.5400005,0.53000075
1070,0.52000064,0.39000064
1071,0.3900004,0.31
1072,0.6800006,0.56000036
1073,0.5500006,0.8100009
1074,0.7000008,0.39000064
1075,0.41000062,0.5500006
1076,0.3300007,0.3
1077,0.49000055,0.3
1078,0.3,0.3
1079,0.33999997,0.4300006
1080,0.4300006,0.37000066
1081,0.54000074,0.78000087
1082,0.45000058,0.3
1083,0.6100008,0.48000067
1084,0.33999997,0.72000027
1085,0.3,0.76000047
1086,0.68000054,0.3
1087,0.7000006,0.5600006
1088,0.5600006,0.3400002
1089,0.81000066,0.30000073
1090,0.48000044,0.64000064
1091,0.7400007,0.4300006
1092,0.5500005,0.4700008
1093,0.33999997,0.40000063
1094,0.3200007,0.40000063
1095,0.5400004,0.3
1096,0.5600004,0.32999998
1097,0.4200006,0.61000067
1098,0.40000075,0.8600005
1099,0.8800001,0.37000066
1100,0.5600007,0.49000078
1101,0.8500008,0.30000013
1102,0.38000053,0.4400006
1103,0.72000057,0.3
1104,0.7100007,0.61000067
1105,0.7000005,0.38000065
1106,0.4600007,0.3
1107,0.6800006,0.38000065
1108,0.7800005,0.3
1109,0.57000047,0.5500006
1110,0.3300007,0.31
1111,0.45000058,0.36000067
1112,0.42000037,0.33000022
1113,0.6100008,0.52000076
1114,0.5800006,0.32
1115,0.9100002,0.7500008
1116,0.4400007,0.82000065
1117,0.3,0.41000015
1118,0.33999997,0.5700007
1119,0.3800004,0.5400006
1120,0.4400006,0.3
1121,1.0800003,0.53000075
1122,0.64000064,0.33999997
1123,0.75000054,0.33999997
1124,0.8500009,0.4400007
1125,0.80000097,0.3000006
1126,0.3,0.3
1127,0.3200006,0.4800008
1128,0.37000066,0.3
1129,0.42000037,0.39000064
1130,0.3,0.4300006
1131,0.8000007,0.5700007
1132,0.39000052,0.31
1133,0.6600006,0.47000057
1134,0.39000064,0.5500005
1135,0.50000054,0.37000066
1136,0.33000058,0.74000084
1137,0.5500005,0.41000062
1138,0.78000057,0.31
1139,0.32,0.3
1140,0.41000062,0.45000058
1141,0.35000044,0.49000055
1142,0.5700007,0.4600008
1143,0.4300006,0.3
1144,0.62000054,0.3
1145,0.4200006,0.3
1146,0.59000057,0.6400009
1147,0.45000058,0.31
1148,0.67000085,0.35000056
1149,0.9100007,0.64000064
1150,0.7200007,0.3
1151,0.41000015,0.41000015
1152,0.46000057,0.3
1153,0.7000006,0.5600005
1154,0.4400006,0.5600007
1155,0.35000056,0.8000007
1156,0.79000074,0.31
1157,0.32000023,0.45000058
1158,0.5500006,0.66000086
1159,0.97000027,0.39000076
1160,0.49000055,0.31
1161,0.3,0.4500007
1162,0.5700008,0.53000075
1163,0.4200006,0.45000058
1164,0.74000067,0.3
1165,0.49000055,0.67000073
1166,0.5200005,0.3
1167,0.35000068,0.73000056
1168,0.3300001,0.6900006
1169,0.61000067,0.49000055
1170,0.40000087,0.46000057
1171,0.4200006,0.9300006
1172,0.78000075,0.3
1173,0.51000065,0.40000063
1174,0.7500008,0.35000044
1175,0.30000073,0.41000062
1176,0.5500007,0.59000057
1177,0.45000058,0.33999997
1178,0.5500007,0.39000064
1179,0.41000062,0.3
1180,0.40000063,0.4800008
1181,0.49000055,1.0300004
1182,0.74000067,0.5800006
1183,0.8499998,0.40000063
1184,0.45000058,0.5800008
1185,0.3,0.34000045
1186,0.6800006,0.35000056
1187,0.3,0.59000045
1188,0.32000047,0.62000054
1189,0.88000035,0.6600006
1190,0.86000025,0.31
1191,0.5200005,0.3
1192,0.4200006,0.3
1193,0.49000078,0.7200008
1194,0.87000084,0.33999997
1195,0.4600008,0.5400006
1196,0.3000005,0.6000007
1197,0.31,0.40000063
1198,0.5200005,0.61000067
1199,0.5600007,0.38000005
1200,0.7100006,0.3
1201,0.3,0.31
1202,0.5800007,0.5900006
1203,0.3,0.65000063
1204,0.35000068,0.3
1205,0.35000008,0.51000047
1206,0.33999997,0.34999996
1207,0.62000066,0.40000015
1208,0.44000047,0.32
1209,0.48000067,0.3000005
1210,0.37000066,0.3
1211,0.4300006,0.63000065
1212,0.8700008,0.68000036
1213,0.31,0.41000074
1214,0.45000082,0.4200006
1215,0.3,0.7200008
1216,0.3,0.4200006
1217,0.51000077,0.3
1218,0.6900005,0.5500007
1219,0.37000066,0.34000057
1220,0.61000067,0.73000073
1221,0.46000034,0.34999996
1222,0.67000073,0.3
1223,0.4200006,0.69000083
1224,0.50000054,0.40000087
1225,0.47000045,0.5700007
1226,0.7500005,0.5900007
1227,0.6100008,0.3
1228,0.4200006,0.51000077
1229,0.5600005,0.54000074
1230,0.40000087,0.3400007
1231,0.7000007,0.51000065
1232,0.48000056,0.3
1233,0.46000057,0.31000084
1234,0.54000074,0.3
1235,0.78000075,0.5500006
1236,0.39000064,0.68000084
1237,0.60000056,0.45000082
1238,0.31000072,0.6400003
1239,1.0100005,0.3
1240,0.7300006,0.41000062
1241,0.4300006,0.32000035
1242,0.33999997,0.49000055
1243,0.3,0.4000004
1244,0.5700006,0.7200007
1245,0.7100007,0.79000074
1246,0.5900007,0.31
1247,0.3400002,0.36000067
1248,0.5800007,0.3
1249,0.3,0.3
1250,0.40000063,0.5800006
1251,0.58000034,0.52000076
1252,0.40000075,0.41000062
1253,0.31,0.46000057
1254,0.3,0.37000066
1255,0.63000065,0.3
1256,0.44000083,0.32
1257,0.32,0.3
1258,0.33999997,0.8900005
1259,0.9800006,0.5300006
1260,0.75000066,0.45000058
1261,0.39000064,0.41000068
1262,0.4200005,0.50000054
1263,0.4300006,0.5900007
1264,0.3,0.7000008
1265,0.7100008,0.53000075
1266,0.3000005,0.7000005
1267,0.83000064,0.44000012
1268,0.5400006,0.4700008
1269,0.6700006,0.43000048
1270,0.45000058,0.32
1271,0.48000056,0.3
1272,0.5200003,0.5300005
1273,0.6500004,0.31
1274,0.77000076,0.6800007
1275,0.9600007,0.3
1276,0.5600005,0.4400006
1277,0.77000076,0.43000072
1278,0.39000064,0.8000006
1279,0.6000007,0.40000063
1280,0.8100009,0.33999997
1281,0.6800006,0.42000085
1282,0.65000063,0.33999997
1283,0.35000056,0.4200006
1284,0.6800006,0.3300007
1285,0.37000078,0.73000056
1286,0.36000067,0.53000075
1287,0.86000067,0.31
1288,0.36000067,0.5100005
1289,0.7300007,0.41000015
1290,0.61000067,0.35000068
1291,0.7200008,0.4300006
1292,0.5600005,0.3
1293,0.5200005,0.5300005
1294,0.31000012,0.32
1295,0.41000062,0.80000055
1296,0.41000062,0.4300006
1297,0.41000062,0.35000068
1298,0.52000064,0.3
1299,0.40000063,0.39000064
1300,0.61000067,0.49000078
1301,0.62000054,0.48000056
1302,0.5600005,0.3
1303,0.31000036,0.37000006
1304,0.64000064,0.5900007
1305,0.39000064,0.5700007
1306,0.39000064,0.45000058
1307,0.53000075,0.7100008
1308,0.35000044,0.8000007
1309,0.55000085,0.7200007
1310,0.33000058,0.34000057
1311,0.34000045,0.5400006
1312,0.9200009,0.45000058
1313,0.6900006,0.3
1314,0.48000056,0.32
1315,0.5300005,0.3
1316,0.5900007,0.7000007
1317,0.48000056,0.63000065
1318,0.4000005,0.5000004
1319,0.75000066,0.31000072
1320,0.4200006,0.3
1321,0.32,0.3200007
1322,0.40000075,0.46000057
1323,0.36999995,0.39000064
1324,0.38000005,0.77000076
1325,0.5600007,0.3
1326,0.8000005,0.42000014
1327,0.5300005,0.31
1328,0.83000064,0.40000004
1329,0.5500005,0.31
1330,0.5300005,0.33999997
1331,0.7400008,0.88000065
1332,0.62000066,0.8000005
1333,0.5900007,0.7000007
1334,0.40000063,0.33999997
1335,0.47000057,0.38000065
1336,0.36000067,0.3900004
1337,0.4400006,0.3
1338,0.3,0.41000062
1339,0.4100005,0.3400007
1340,0.6900006,0.8500009
1341,0.5500007,0.41000003
1342,0.3,0.3300007
1343,0.4600008,0.7200008
1344,0.33999997,0.4200005
1345,0.38000005,0.3200007
1346,0.5500005,0.54000074
1347,0.48000056,0.40000063
1348,0.37000018,0.3
1349,0.52000076,0.43000084
1350,0.36000067,0.33999997
1351,0.6100009,0.31
1352,0.74000055,0.6400005
1353,0.4200006,0.47000057
1354,0.3200001,0.32999998
1355,0.5100005,0.46000034
1356,0.61000067,0.35000068
1357,0.68000066,0.74000055
1358,0.3,0.5300006
1359,0.4600008,0.34999996
1360,0.61000067,0.64000064
1361,0.5700006,0.4200006
1362,0.35000068,0.3
1363,0.60000056,0.3
1364,0.3,0.37000066
1365,0.5200005,0.5300005
1366,0.61000067,0.7000006
1367,0.77000076,0.4500007
1368,0.36000055,0.54000086
1369,0.6600006,0.3
1370,0.31,0.3400001
1371,0.3,0.39000005
1372,0.4000005,0.35000032
1373,0.49000067,0.39000064
1374,0.8500007,0.35000068
1375,0.37000018,0.3
1376,0.6200001,0.45000082
1377,0.36000055,0.6000008
1378,0.45000058,0.3
1379,0.41000074,0.3
1380,0.49000055,0.4500007
1381,0.5600007,0.3
1382,0.8900009,0.36000055
1383,0.78000075,0.4400006
1384,0.35000068,0.51000065
1385,0.45000058,0.4300006
1386,0.61000067,0.4700008
1387,0.5700007,0.7500007
1388,0.7100008,0.3
1389,0.6100009,0.76000047
1390,0.59000045,0.32999998
1391,0.50000066,0.3
1392,0.45000058,0.59000045
1393,0.6600006,0.65000075
1394,0.33000046,0.47000057
1395,0.33999997,0.5500006
1396,0.5500006,0.45000035
1397,0.8000007,0.31
1398,0.85000086,0.3
1399,0.63000065,0.31
1400,0.5900007,0.5800006
1401,0.65000063,0.30000073
1402,0.58000046,0.70000076
1403,0.6200006,0.4200006
1404,0.72000057,0.5200005
1405,0.47000057,0.68000084
1406,0.3800004,0.36000043
1407,0.4200006,0.4400006
1408,0.8100004,0.6200005
1409,0.42000085,0.33000046
1410,0.92000043,0.63000065
1411,0.4300006,0.31
1412,0.59000057,0.44000083
1413,0.7200005,0.38000065
1414,0.46000057,0.52000076
1415,0.6600006,0.6900006
1416,0.62000066,0.5500007
1417,0.4000005,0.52000064
1418,0.72000045,0.35000068
1419,0.53000075,0.3
1420,0.3,0.8000007
1421,0.8200006,0.3800004
1422,0.3200007,0.7300008
1423,0.54000074,0.74000084
1424,0.58000046,0.5900007
1425,0.38000017,0.9600003
1426,0.4200006,0.3
1427,0.61000067,0.3400007
1428,0.30000073,0.6600005
1429,0.46000057,0.39000064
1430,1.0300004,0.33999997
1431,0.82000077,0.35000068
1432,0.3,0.80000085
1433,0.50000054,0.32
1434,0.49000078,0.3
1435,0.65000075,0.37000054
1436,0.5000008,0.33000046
1437,0.4600007,0.7000007
1438,0.38000053,0.3400007
1439,0.62000066,0.49000067
1440,0.65000063,0.5500005
1441,0.43000036,0.35000068
1442,0.50000054,0.6000008
1443,0.63000053,0.3
1444,0.5900007,0.5600006
1445,0.41000038,0.5600006
1446,0.3,0.3
1447,0.3,0.38000065
1448,0.38000065,0.62000066
1449,0.60000056,0.36000007
1450,0.36000067,0.31000048
1451,0.3200006,0.3
1452,0.58000064,0.40000063
1453,0.38000005,0.5800007
1454,0.52000064,0.4300006
1455,0.64000064,0.3
1456,0.4800008,0.31000072
1457,0.59000057,0.6900007
1458,0.36000055,0.40000063
1459,0.8400007,0.33999997
1460,0.43000072,0.30000073
1461,0.6200009,0.32999998
1462,0.76000065,0.67000085
1463,0.51000065,0.3
1464,0.3,0.3800004
1465,0.72000086,0.3800004
1466,0.6600005,0.6800006
1467,0.4900003,0.51000065
1468,0.48000056,0.31000048
1469,0.6200004,0.37000054
1470,0.46000046,0.5900007
1471,0.67000043,0.33999997
1472,0.5300006,0.35000068
1473,0.7000008,0.3
1474,0.31000072,0.3500002
1475,0.33999997,0.3800004
1476,0.4000004,0.33999997
1477,0.42000014,0.5900007
1478,0.6800006,0.31
1479,0.54000074,0.31000072
1480,0.8900006,0.5500005
1481,0.3400001,0.35000068
1482,0.68000084,0.3
1483,0.4400006,0.51000065
1484,0.3,0.31000072
1485,0.64000064,0.47000057
1486,0.34000045,0.39000064
1487,0.6000007,0.51000065
1488,0.31,0.34999996
1489,0.9300003,0.40000063
1490,0.5900007,0.3
1491,0.49000072,0.4100005
1492,0.63000053,0.53000075
1493,0.3200007,0.5200005
1494,0.5600007,0.34000045
1495,0.77000064,0.3200001
1496,0.65000075,0.36000067
1497,0.87000066,0.3500008
1498,0.76000077,0.39000052
1499,0.3,0.57000047
1500,0.42000073,0.33000022
1501,0.8300008,0.5200005
1502,0.49000055,0.46000034
1503,0.39000064,0.3
1504,0.67000055,0.5900007
1505,0.6600006,0.37000054
1506,0.31000012,0.52000076
1507,0.45000058,0.52000076
1508,0.40000063,0.3400007
1509,0.8200007,0.3
1510,0.4200005,0.3
1511,0.3,0.42000073
1512,0.40000063,0.4000005
1513,0.5500006,0.34000093
1514,0.7100008,0.4200006
1515,0.34000057,0.6700004
1516,0.6200009,0.49000078
1517,0.3,0.6600007
1518,0.6900007,0.3
1519,0.9200005,0.3
1520,0.7000005,0.3300001
1521,0.8200002,0.3300007
1522,0.8200007,0.4300006
1523,0.40000075,0.59000075
1524,0.4400006,0.39000052
1525,0.6000008,0.58000076
1526,0.61000055,0.61000067
1527,0.3,0.3
1528,0.53000075,0.6400009
1529,0.4000005,0.8200008
1530,0.7900008,0.3
1531,0.5900007,0.3
1532,0.67000073,0.37000006
1533,0.32999998,0.3
1534,0.59000045,0.45000058
1535,0.6000007,0.33000058
1536,0.6400005,0.54000074
1537,0.5300005,0.3
1538,0.4400006,0.48000067
1539,0.32,0.31
1540,0.47000057,0.32999998
1541,0.57000047,0.34000057
1542,0.75000054,0.4300006
1543,0.68000084,0.49000067
1544,0.48000067,0.3
1545,0.34000057,0.38000065
1546,0.8800007,0.4200006
1547,0.5100005,0.3
1548,0.41000062,0.3
1549,0.31,0.3400008
1550,0.37000054,0.7800005
1551,0.6000007,0.73000026
1552,0.5900007,0.4400007
1553,1.2500001,0.32
1554,0.45000058,0.40000063
1555,0.74000055,0.5400006
1556,0.5700006,0.31
1557,0.32000023,0.3200007
1558,0.8200006,0.38000077
1559,0.61000043,0.30000097
1560,0.65000063,0.5300006
1561,0.7200007,0.3400007
1562,0.7600005,0.63000065
1563,0.3,0.36999995
1564,0.40000063,0.59000057
1565,0.5300005,0.45000058
1566,0.3300001,0.33999997
1567,0.48000056,0.47000068
1568,0.9600004,0.6900006
1569,0.3800009,0.5900007
1570,0.6500009,0.35000056
1571,0.6900003,0.3
1572,0.34000057,0.50000054
1573,0.67000055,0.3
1574,0.33999997,0.31
1575,0.49000055,0.45000035
1576,0.5100005,0.41000038
1577,0.65000075,0.5300005
1578,0.8600006,0.7100008
1579,0.48000056,0.4900006
1580,0.36000043,0.31000048
1581,0.7100006,0.5300005
1582,0.5300005,0.38000065
1583,0.32,0.7300008
1584,0.31,0.52000076
1585,0.63000065,0.48000056
1586,0.63000077,0.3
1587,0.78000057,0.3
1588,0.49000078,0.31
1589,0.64000076,0.45000058
1590,0.4000004,0.33999997
1591,0.36000067,0.3200006
1592,0.3400007,0.3
1593,0.3300007,0.5500006
1594,0.5700007,0.41000062
1595,0.65000063,0.3400007
1596,0.35000068,0.6800006
1597,0.42000037,0.39000064
1598,0.33999997,0.5700007
1599,0.65000063,0.4400006
1600,0.6900007,0.3000005
1601,0.37000066,0.7400008
1602,0.59000045,0.36000055
1603,0.40000015,0.38000065
1604,0.48000067,0.33000046
1605,0.4200006,0.40000063
1606,0.41000062,0.63000053
1607,0.5000002,0.51000065
1608,0.6100006,0.5300005
1609,0.6400004,0.3
1610,0.5400004,0.32
1611,0.37000066,0.5500006
1612,0.3300007,0.5500005
1613,0.32999998,0.3300007
1614,0.3,0.4700008
1615,0.77000046,0.3
1616,0.60000056,0.4700008
1617,0.6800007,0.49000078
1618,0.53000075,0.3400007
1619,0.45000082,0.5600004
1620,0.3,0.7000007
1621,0.38000005,0.3100006
1622,0.62000054,0.5600007
1623,0.93000066,0.4700005
1624,0.3400007,0.31000072
1625,0.6000008,0.33999997
1626,0.65000063,0.32999998
1627,0.5700007,0.33999997
1628,0.51000077,0.43000072
1629,0.3,0.34000045
1630,0.6500005,0.45000058
1631,0.64000076,0.47000057
1632,0.5600007,0.7700002
1633,0.6100007,0.5500005
1634,0.36000055,0.3
1635,0.64000064,0.38000065
1636,0.74000067,0.38000005
1637,0.4200006,0.54000074
1638,0.4700008,0.5700003
1639,0.5900007,0.3200007
1640,0.31000048,0.3
1641,0.31,0.45000058
1642,0.37000066,0.40000063
1643,0.57000047,0.38000053
1644,0.49000067,0.33999997
1645,0.36000043,0.34999996
1646,0.4300006,0.6400006
1647,0.36000043,0.40000063
1648,0.5800007,0.46000057
1649,0.88000095,0.5300005
1650,0.64000034,0.74000067
1651,0.5800004,0.3
1652,0.59000075,0.92000043
1653,0.40000015,0.4300006
1654,0.5700007,0.8600007
1655,0.78000045,0.4500007
1656,0.7300008,0.4400007
1657,0.68000054,0.33999997
1658,0.59000057,0.37000054
1659,0.8200006,0.5900007
1660,0.7000003,0.3
1661,0.72000057,0.41000038
1662,0.3,0.62000066
1663,0.47000068,0.3
1664,0.50000054,0.73000056
1665,0.3900007,0.3
1666,0.3700009,0.64000064
1667,0.50000054,0.3
1668,0.37000006,0.37000054
1669,0.39000064,0.33999997
1670,0.62000066,0.3
1671,0.5500005,0.62000036
1672,0.6100003,0.63000077
1673,0.41000038,0.87000054
1674,0.4300006,0.4400006
1675,0.59000045,0.31000012
1676,0.4800008,0.30000073
1677,0.84000045,0.3300007
1678,0.7200008,0.47000033
1679,0.5900008,0.51000077
1680,0.6600006,0.39000064
1681,0.63000065,0.4600007
1682,0.3,0.49000055
1683,0.43000072,0.47000057
1684,0.41000062,0.31000072
1685,0.60000044,0.3
1686,0.35000032,0.32999998
1687,0.58000046,0.35000044
1688,0.66000086,0.31000048
1689,0.68000066,0.31
1690,0.7300005,0.3
1691,0.4000005,0.4500007
1692,0.5100005,0.3
1693,0.5300006,0.50000054
1694,0.96000075,0.8600009
1695,0.6400009,0.5500006
1696,0.38000053,0.32999998
1697,0.48000044,1.08
1698,0.6000007,0.7400001
1699,0.42000073,0.41000062
1700,0.4100005,0.47000057
1701,0.5700007,0.3000005
1702,0.62000066,0.3
1703,0.64000076,0.47000033
1704,0.5700007,0.48000056
1705,0.46000057,0.44000024
1706,0.33999997,0.32
1707,0.7400008,0.63000065
1708,0.5200005,0.44000012
1709,0.58000034,0.43000072
1710,0.3,0.61000055
1711,0.61000067,0.4300006
1712,0.3200006,0.32
1713,0.7100008,0.3
1714,0.40000063,0.4700008
1715,1.0100007,0.4300006
1716,0.5300005,0.3100006
1717,0.3,0.40000063
1718,0.5300005,0.3
1719,0.62000066,0.7700006
1720,0.50000054,0.73000056
1721,0.4200006,0.3
1722,0.53000075,0.37000018
1723,0.9400004,0.3
1724,0.37000078,0.7000008
1725,0.40000015,0.33999997
1726,0.5600007,0.32999998
1727,0.62000066,0.36000055
1728,0.51000065,0.31
1729,0.7200007,0.47000068
1730,0.40000063,0.31
1731,0.8200008,0.3
1732,0.5800006,0.5300005
1733,0.5600006,0.5300005
1734,0.5600006,0.5700007
1735,0.38000065,0.38000065
1736,0.53000075,0.31000072
1737,0.39000064,0.5800007
1738,0.32999998,0.69000083
1739,0.49000055,0.49000043
1740,0.6200004,0.3
1741,0.8500007,0.5700007
1742,1.0899999,0.37000078
1743,0.4300006,0.5600007
1744,0.3,0.6600006
1745,0.79000074,0.3
1746,0.3200007,0.52000076
1747,0.39000064,0.5400004
1748,0.8800006,0.3
1749,0.3400007,0.3
1750,0.54000074,0.3
1751,0.3,0.43000072
1752,0.4300006,0.3
1753,0.41000086,0.3
1754,0.34000045,0.6000009
1755,0.6900006,0.3
1756,0.5400006,0.65000063
1757,0.31000072,0.41000074
1758,0.86000067,0.62000066
1759,0.33000046,0.39000005
1760,0.3200006,0.3
1761,0.4400006,0.7300007
1762,0.48000056,0.59000057
1763,0.6000007,0.5800006
1764,0.5100005,0.51000065
1765,0.38000017,0.31000048
1766,0.67000085,0.3
1767,0.3400001,0.4000005
1768,0.50000054,0.6300006
1769,0.5700007,0.62000066
1770,0.6400005,0.49000043
1771,0.5900005,0.34999996
1772,0.3,0.31
1773,0.4200006,0.75000066
1774,0.6600005,0.63000077
1775,0.6800009,0.45000058
1776,0.74000067,0.80000085
1777,0.64000064,0.3
1778,0.48000056,0.3
1779,0.65000063,0.35000008
1780,0.49000078,0.4400006
1781,0.48000067,0.3
1782,0.5400006,0.5400005
1783,0.6200008,0.68000084
1784,0.33000046,0.4400006
1785,0.5300006,0.38000065
1786,0.35000044,0.99000025
1787,0.87000084,0.31
1788,0.7200007,0.3
1789,0.8500006,0.3
1790,0.44000083,0.3
1791,0.49000055,0.31
1792,0.41000062,0.37000042
1793,0.95000064,0.6800008
1794,0.7300007,0.8100008
1795,0.7500008,0.48000056
1796,0.37000066,0.3
1797,0.5700007,0.6600006
1798,0.3,0.38000053
1799,0.5800007,0.5800007
1800,0.7300007,0.4400006
1801,0.5400006,0.41000062
1802,0.4100005,0.40000063
1803,0.7000008,0.67000073
1804,0.8400007,0.5000008
1805,0.3,0.52000064
1806,0.53000075,0.32
1807,0.50000066,0.32
1808,0.7100006,0.64000064
1809,0.3500002,0.35000056
1810,0.4200006,0.4200006
1811,0.62000066,0.5300005
1812,0.52000064,0.6800007
1813,0.41000062,0.3
1814,0.48000056,0.59000057
1815,0.8300008,0.63000065
1816,0.5300006,0.43000072
1817,0.7300008,0.3
1818,0.65000063,0.32
1819,0.51000065,0.49000078
1820,0.3,0.3200007
1821,0.91000044,0.3
1822,0.65000063,0.39000064
1823,0.7000008,0.61000067
1824,0.5400006,0.55000085
1825,0.62000066,0.31
1826,0.4000004,0.45000058
1827,0.37000006,0.41000062
1828,0.75000083,0.31
1829,0.32999998,0.3300007
1830,0.44000083,0.4400007
1831,0.36000067,0.35000044
1832,0.63000065,0.7000003
1833,0.6000007,0.63000077
1834,0.43000048,0.5900007
1835,0.6700006,0.6800007
1836,0.35000044,0.3300007
1837,0.38000065,0.4000005
1838,0.8900007,0.31000072
1839,0.5600006,0.5600005
1840,0.5400006,0.3
1841,0.74000055,0.3
1842,0.33999997,0.3
1843,0.7000008,0.3
1844,0.38000005,0.4600008
1845,0.9400003,0.3
1846,0.3,0.64000064
1847,0.5800007,0.36000043
1848,0.35000068,0.3000005
1849,0.5100005,0.31
1850,0.77000064,0.60000044
1851,0.54000074,0.33000022
1852,0.68000084,0.4300006
1853,0.45000058,0.5600007
1854,0.63000065,0.64000064
1855,0.49000055,0.530001
1856,0.40000063,0.3
1857,0.5900007,0.35000056
1858,0.5500007,0.5500005
1859,0.5500007,0.31
1860,0.7600007,0.39000064
1861,0.5900007,0.48000067
1862,0.6700006,0.31
1863,0.61000067,0.33000058
1864,0.34999996,0.37000042
1865,0.5100004,0.5300006
1866,0.5400006,0.49000078
1867,0.47000057,0.5600006
1868,0.4200006,0.6900007
1869,0.6800007,0.4800008
1870,0.31000048,0.32000047
1871,0.52000064,0.3
1872,0.5200005,0.3
1873,0.4400007,0.93000084
1874,0.31000048,0.41000062
1875,0.5300005,0.3
1876,0.3,0.3
1877,0.3000005,0.5000008
1878,0.31000072,0.3200001
1879,0.34999996,0.6800005
1880,0.4400006,0.43000048
1881,1.1199999,0.4200006
1882,0.6600004,0.3
1883,0.5300005,0.5600005
1884,0.46000057,0.7300008
1885,0.40000063,0.5300005
1886,0.6600006,0.3200007
1887,0.31,0.52000076
1888,0.3300001,0.6500004
1889,0.57000047,0.4000005
1890,0.69000083,0.40000063
1891,0.6700005,0.3
1892,0.73000044,0.63000065
1893,0.51000077,0.45000088
1894,0.49000078,0.5800006
1895,0.67000085,0.36000043
1896,0.51000065,0.3
1897,0.6000007,0.7400007
1898,0.48000056,0.5900007
1899,0.6000007,0.33999997
1900,0.5400005,0.6000007
1901,0.31000048,0.88000023
1902,0.49000078,0.54000074
1903,0.6500004,0.4700008
1904,0.6100004,0.5300006
1905,0.6000007,0.4900003
1906,0.9400008,0.64000064
1907,0.48000056,0.39000064
1908,0.4400007,0.5400004
1909,0.64000076,0.48000056
1910,0.52000064,0.3
1911,0.54000074,0.62000054
1912,0.31,0.50000054
1913,0.35000044,0.4600007
1914,0.5600005,0.3
1915,0.67000085,0.3
1916,0.32,0.62000054
1917,0.5500007,0.31
1918,0.7500006,0.6800007
1919,0.45000082,0.4200006
1920,0.33999997,0.38000065
1921,0.97,0.3
1922,0.4400006,0.3
1923,0.40000015,0.5300005
1924,0.8000006,0.5400005
1925,0.31,0.47000068
1926,0.5600005,0.39000064
1927,0.49000055,0.3400007
1928,0.39000016,0.32
1929,0.6800008,0.41000062
1930,0.34999996,0.59000057
1931,0.43000048,0.5200006
1932,0.5600005,0.31000072
1933,0.49000055,0.36000043
1934,0.39000064,0.3
1935,0.3500008,0.31
1936,0.6100008,0.7300008
1937,0.38000017,0.3
1938,0.70000035,0.3300007
1939,0.35000056,0.48000056
1940,0.76000077,0.3
1941,0.7300008,0.34999996
1942,0.51000077,0.59000045
1943,0.3,0.45000058
1944,0.61000067,0.35000068
1945,0.43000036,0.5500007
1946,0.39000076,0.35999995
1947,0.3000005,0.8500004
1948,0.43000084,0.47000057
1949,0.3800004,0.31
1950,0.5700007,0.33999997
1951,0.5500007,0.5300006
1952,0.5800007,0.32
1953,0.82000077,0.4200006
1954,0.5500005,0.62000066
1955,0.62000054,0.46000034
1956,0.6400004,0.49000055
1957,0.5700007,0.39000064
1958,0.47000057,0.49000043
1959,0.51000065,0.4800008
1960,0.44000036,0.6600006
1961,0.6800006,0.43000066
1962,0.7300008,0.61000055
1963,0.7100008,0.4400007
1964,0.7100006,0.47000057
1965,0.8700009,0.79000074
1966,0.61000067,0.41000038
1967,0.69000065,0.5000004
1968,0.31,0.39000064
1969,0.38000065,0.32
1970,0.34999996,0.7500008
1971,0.61000067,0.31000012
1972,0.4300006,0.5800007
1973,0.65000063,0.5800008
1974,0.5700007,0.4200005
1975,0.59000057,0.6800007
1976,0.45000058,0.8300005
1977,0.6000007,0.39000005
1978,0.4700008,0.76000035
1979,0.52000076,0.47000057
1980,0.4600008,0.7100008
1981,0.5600007,0.60000044
1982,0.5300005,0.36000067
1983,0.32000047,0.46000057
1984,0.65000075,0.3
1985,0.7000008,0.64000064
1986,0.38000065,0.37000066
1987,0.5700007,0.4800008
1988,0.63000065,0.3900004
1989,0.7300008,0.3
1990,0.4200005,0.7100008
1991,0.48000067,0.7000005
1992,0.3,0.63000077
1993,0.4200006,0.3200007
1994,0.61000067,0.41000086
1995,0.59000057,0.4600004
1996,0.86000067,0.4000005
1997,0.7100007,0.33000058
1998,0.6400004,0.33999997
1999,0.45000058,0.3400007
2000,0.4000005,0.4600007
2001,0.51000065,0.44000083
2002,0.45000058,0.8000003
2003,0.8300005,0.3
2004,0.49000055,0.63000065
2005,0.83000076,0.3000005
2006,0.38000065,0.6000007
2007,0.5800006,0.3
