Episode,PPO,Random
297,0.4300006,0.9100001
298,0.5600006,0.4400006
299,0.6200006,0.34999996
300,0.6600006,0.5700007
301,0.46000034,0.59000045
302,0.52000064,0.6800006
303,0.63000065,0.43000048
304,0.42000014,0.39000016
305,0.6600004,0.39000052
306,0.4800008,0.3100006
307,0.41000015,0.5300005
308,0.62000066,0.57000047
309,0.39000064,0.41000015
310,0.61000055,0.47000057
311,0.85000074,0.3500008
312,0.5400005,0.3
313,0.50000054,0.42000037
314,0.5500007,0.37000042
315,0.5700004,0.3
316,0.33999997,0.37000066
317,0.78000075,0.50000066
318,0.39000005,0.3
319,0.8400009,0.4000005
320,0.52000076,0.3400007
321,0.8100007,0.51000077
322,0.89000046,0.47000057
323,0.6100008,0.6300003
324,0.5700007,0.5700006
325,0.64000064,0.49000067
326,0.7100007,0.48000056
327,0.5200005,0.48000067
328,0.7400008,0.37000066
329,1.0299999,0.32999998
330,0.47000057,0.3300007
331,0.62000066,0.33999997
332,0.31,0.41000062
333,1.010001,0.3
334,0.5500005,0.3
335,0.70000064,0.3400008
336,0.45000058,0.6600003
337,0.63000065,0.32999998
338,0.7300004,0.62000066
339,0.53000075,0.3
340,0.3,0.45000058
341,0.3,0.31
342,0.45000035,0.5800007
343,0.40000063,0.5500007
344,0.6600006,0.33999997
345,0.3,0.39000064
346,0.3,0.65000063
347,0.8200007,0.75000066
348,0.6400009,0.7100006
349,0.7000006,0.5000008
350,0.4500001,0.49000055
351,0.3,0.8300007
352,0.46000057,0.4300006
353,0.46000057,0.4400007
354,0.33000034,0.5900007
355,0.65000063,0.37000066
356,0.48000056,0.49000067
357,0.4400006,0.7600007
358,0.48000067,0.3
359,0.52000076,0.49000067
360,0.3,0.41000015
361,1.0300006,0.8000007
362,0.7200003,0.6000007
363,0.87000024,0.3
364,0.67000073,0.58000046
365,0.5900007,0.36000043
366,0.67000085,0.75000066
367,0.7500008,0.31
368,0.4300006,0.52000076
369,0.5000008,0.51000065
370,0.3800004,0.33999997
371,0.4400006,0.3300001
372,0.46000057,0.37000066
373,0.45000058,0.5100009
374,0.6900003,0.79000074
375,0.83000064,0.4300006
376,0.9300003,0.60000044
377,0.7200008,0.36000007
378,0.6800005,0.48000067
379,0.4400006,0.6300004
380,0.57000047,0.5500005
381,0.9200003,0.9200008
382,0.37000066,0.35999995
383,0.91999996,0.52000076
384,0.50000054,0.5400005
385,0.83000064,0.5500007
386,0.7000006,0.46000057
387,0.8200007,0.49000067
388,0.6100008,0.90000093
389,0.4400006,0.3
390,0.53000057,0.39000052
391,0.32,0.44000047
392,0.59000057,0.48000067
393,0.70000064,0.3
394,0.8600007,0.34000057
395,0.44000083,0.6600004
396,0.50000054,0.39000064
397,0.5800007,0.36000043
398,0.6600004,0.3000006
399,0.32,0.6600006
400,0.34000057,0.78000075
401,0.6000007,0.5600007
402,0.3200007,0.45000058
403,0.67000073,1.0000008
404,0.32000047,0.50000054
405,0.8100005,0.3
406,0.96000075,0.74000084
407,0.5800008,0.3
408,0.3,0.5700006
409,0.39000064,0.5400006
410,0.41000074,0.3400007
411,0.3,0.5900009
412,0.4700008,0.7100008
413,0.4400003,0.4200006
414,0.5600007,0.45000046
415,0.4800008,0.5300005
416,0.48000032,0.36000067
417,0.3,0.3
418,0.7200008,0.3
419,0.53000075,0.5800007
420,0.5100005,0.5400005
421,0.7400008,0.52000076
422,0.78000075,0.69000083
423,0.45000058,0.35000044
424,0.6200001,0.9600008
425,0.3,0.46000057
426,0.31,0.5400005
427,0.9500003,0.31
428,0.6300004,0.31000024
429,0.67000085,0.7700002
430,0.36000007,0.88000035
431,1.0799999,0.49000078
432,0.51000065,0.3
433,0.5400006,0.47000057
434,0.5600007,0.9100007
435,0.38000035,0.40000075
436,0.7100006,0.40000063
437,0.37000066,0.51000065
438,0.5900007,0.5300005
439,0.35000068,0.7100006
440,0.3800004,0.40000063
441,0.46000022,0.3200006
442,0.3,0.39000005
443,0.7300008,0.3
444,0.62000066,0.47000068
445,0.5500006,0.52000076
446,0.7100008,0.5500005
447,0.48000056,0.3
448,0.33000058,0.41000062
449,0.74000055,0.4300006
450,0.60000044,0.45000058
451,0.72000057,0.60000044
452,0.6800006,0.4800008
453,0.5800006,0.47000057
454,0.3,0.40000075
455,0.36000067,0.40000087
456,0.74000055,0.5700007
457,0.66000086,0.6700006
458,0.6700006,0.45000046
459,0.37000054,0.38000065
460,0.3,0.44000083
461,0.47000057,0.75000066
462,0.77000076,0.49000078
463,0.7000008,0.51000065
464,0.5100005,0.39000064
465,0.38000077,0.3
466,0.50000066,0.4200006
467,0.5800006,0.62000066
468,0.5900007,0.32
469,0.5900007,0.40000063
470,0.69000036,0.43000072
471,0.3,0.3
472,0.4400006,0.3
473,0.78000075,0.5600006
474,0.5800007,0.39000076
475,0.45000046,0.5500005
476,0.37000066,0.39000064
477,0.31,0.49000055
478,0.30000073,0.3
479,0.50000054,0.7800007
480,0.6000007,0.4400006
481,0.45000058,0.3
482,0.31000048,0.35000068
483,0.6600006,0.3200006
484,0.8500009,0.3
485,0.7400008,0.5600006
486,0.31000012,0.64000064
487,0.7600006,0.3
488,0.61000067,0.53000075
489,0.6700006,0.79000074
490,0.37000066,0.4200006
491,0.6800007,0.5800007
492,0.5400006,0.72000057
493,0.3300007,0.5000006
494,0.41000062,0.34000057
495,0.52000064,0.6700006
496,0.7100008,0.3
497,0.64000076,0.9200005
498,0.3000006,0.5500005
499,0.65000063,0.41000062
500,0.3,0.34999996
501,0.5200005,0.33000058
502,0.46000046,0.47000057
503,0.68000084,0.3
504,0.7100007,0.5800008
505,0.49000043,0.3
506,0.3,0.3
507,0.33999997,0.3
508,0.48000056,0.31
509,0.67000073,0.31
510,0.41000015,0.3
511,0.5600007,0.8799999
512,0.5600005,0.3
513,0.8200009,0.6700004
514,0.3,0.38000053
515,0.43000072,0.38000065
516,0.54000086,0.49000055
517,0.39000088,0.5400006
518,0.5700007,0.31000072
519,0.5900005,0.45000058
520,0.82000077,0.33999997
521,0.46000057,0.62000054
522,0.41000062,0.4400006
523,0.52000076,0.3
524,0.4000005,0.63000065
525,0.3,0.5500006
526,0.8000007,0.3
527,0.45000058,0.31
528,0.48000067,0.33999997
529,0.7100007,0.50000054
530,0.31,0.4700008
531,0.61000067,0.3
532,0.5100004,0.5400005
533,0.42000073,0.3
534,0.59000057,0.3300007
535,0.57000095,0.5700007
536,0.40000063,0.3
537,0.48000056,0.31000072
538,0.7000006,0.45000082
539,0.6700006,0.3100006
540,0.39000005,0.49000067
541,0.8300007,0.3
542,0.8700008,0.62000066
543,0.40000015,0.39000016
544,0.51000077,0.49000055
545,0.61000067,0.3
546,0.37000042,0.7100008
547,0.52000064,0.3
548,0.61000055,0.3
549,0.75000054,0.3200006
550,0.34999996,0.3400008
551,0.79000074,0.63000065
552,0.41000062,0.3
553,0.8500007,0.38000065
554,0.44000083,0.45000035
555,0.4500007,0.5900006
556,0.8200007,0.3500002
557,0.5400004,0.5500008
558,0.6200008,0.34999996
559,0.33999997,0.5500005
560,0.65000045,0.45000058
561,0.50000054,0.3
562,0.47000057,0.31
563,0.35000068,0.3
564,0.6700006,0.5300005
565,0.95000076,0.5900007
566,0.7100006,0.38000065
567,0.79000074,0.31
568,0.35000068,0.39000052
569,0.3,0.8800009
570,0.4800008,0.38000065
571,0.9400002,0.8900007
572,0.8300006,0.38000053
573,0.30000013,0.3
574,0.33999997,0.3
575,0.61000067,0.6100009
576,0.9200008,0.72000057
577,0.61000067,0.35999995
578,0.6700006,0.4600008
579,0.47000057,0.58000016
580,0.81000096,0.3
581,0.40000063,0.45000058
582,0.98000026,0.6400005
583,0.72000057,0.36000055
584,0.4000004,0.3400007
585,0.5200005,0.43000084
586,0.5900007,0.31
587,0.49000067,0.35000068
588,0.5900007,0.52000064
589,0.35000008,0.3
590,0.50000054,0.76000077
591,0.40000075,0.5000008
592,0.6200008,0.49000055
593,0.7000006,0.36000007
594,0.5700007,0.37000066
595,0.32000047,0.4200006
596,0.49000055,0.6700006
597,0.49000055,0.3
598,0.46000057,0.31
599,0.59000045,0.41000062
600,0.35000044,0.3
601,0.89000076,0.3200007
602,0.3500002,0.31
603,0.8000007,0.3
604,0.4200005,0.45000058
605,0.33999997,0.5800007
606,0.31,0.4000004
607,0.6700007,0.3
608,0.3400007,0.58000064
609,0.45000058,0.3
610,0.54000074,0.35999995
611,0.88000077,0.5800007
612,0.5700007,0.54000074
613,0.39000064,0.3200007
614,0.51000065,0.39000064
615,0.7400008,0.3
616,0.7700007,0.3
617,0.5100005,0.4200006
618,0.61000043,0.64000064
619,0.52000076,0.49000078
620,0.5600006,0.50000054
621,0.32000047,0.3
622,0.5300004,0.5100005
623,0.46000057,0.63000053
624,0.61000043,0.6300003
625,0.3500002,0.3
626,0.53000075,0.41000062
627,0.59000045,0.8300005
628,0.6300006,0.51000077
629,0.65000063,0.8200007
630,0.38000065,0.42000073
631,0.6900006,0.39000064
632,0.5500005,0.50000066
633,0.49000055,0.5800007
634,0.3800004,0.60000044
635,0.3,0.3
636,0.43000036,0.33000058
637,0.40000063,0.33999997
638,0.5000008,0.6700006
639,0.52000064,0.3
640,0.56000084,0.57000047
641,0.4400006,0.4200006
642,0.3400007,0.34999996
643,0.3,0.8800009
644,0.3,0.49000067
645,0.8700007,0.34000057
646,0.6000007,0.45000046
647,0.3400007,0.5300006
648,0.31,0.5500007
649,0.5500005,0.79000074
650,0.47000057,0.6000007
651,0.61000067,0.37000066
652,0.5600007,0.40000063
653,0.5700007,0.62000054
654,0.53000075,0.49000043
655,0.5500007,0.5500005
656,0.5600007,0.4000004
657,0.7000008,0.35000068
658,0.66000056,0.35000044
659,0.5100005,0.5600007
660,0.35000068,0.32000047
661,0.48000067,0.46000057
662,0.49000078,0.36000055
663,0.43000054,0.34000057
664,0.4200006,0.38000065
665,0.7100006,0.36000043
666,0.3000006,0.3300007
667,0.33999997,0.50000054
668,0.49000078,0.48000067
669,0.3000005,0.49000055
670,0.47000068,0.31
671,0.3,0.8800009
672,0.59000045,0.51000065
673,0.5300005,0.33999997
674,0.49000067,0.4200006
675,0.7200003,0.41000038
676,0.48000067,0.31
677,0.5300006,0.5500007
678,0.59000057,0.37000006
679,0.4200006,0.38000065
680,0.62000066,0.8300007
681,0.530001,0.5500006
682,0.5100005,0.3
683,0.59000057,0.3
684,0.42000014,0.3300007
685,0.39000005,0.3
686,0.65000063,0.33999997
687,0.6000008,0.3800004
688,0.7400008,0.5900007
689,1.0200001,0.31
690,0.4800008,0.31
691,0.67000073,0.7500008
692,0.74000055,0.4500007
693,0.32000047,0.40000075
694,0.60000044,0.3
695,0.81000066,0.37000006
696,0.63000065,0.6000007
697,0.45000058,0.33999997
698,0.31000048,0.3
699,0.58000046,0.34999996
700,0.37000066,0.4100005
701,0.53000075,0.32999998
702,0.8100007,0.6800006
703,1.0600004,0.43000072
704,0.62000066,0.31
705,0.5800006,0.3
706,0.41000062,0.5800007
707,0.39000064,0.38000065
708,0.3,0.45000052
709,0.43000084,0.3
710,0.61000067,0.4700008
711,0.7500008,0.5000009
712,0.7000006,0.5000008
713,0.36000067,0.31
714,0.35000044,0.38000053
715,0.4400007,0.41000068
716,0.50000066,0.39000005
717,0.7100008,0.57000047
718,0.50000054,0.36000055
719,0.4000005,0.39000064
720,0.94000053,0.51000077
721,0.7000006,0.31
722,0.5000008,0.41000074
723,0.61000067,0.5700007
724,0.52000076,0.3
725,0.4000005,0.38000065
726,0.65000063,0.39000005
727,0.3,0.90000075
728,0.35000008,0.41000062
729,0.5800007,0.7000008
730,0.53000075,0.40000087
731,0.6700006,0.3
732,0.63000065,0.8300009
733,0.41000062,0.3
734,0.61000067,0.43000084
735,0.76000077,0.31
736,0.7100006,0.4200005
737,0.82000065,0.64000064
738,0.35000044,0.3200006
739,0.4600007,0.3
740,0.44000012,0.64000076
741,0.3,0.40000063
742,0.49000055,0.48000056
743,0.46000046,0.3
744,0.3,0.34000045
745,0.7100008,0.65000063
746,0.73000085,0.33999997
747,0.6700006,0.41000062
748,0.5400005,0.8100003
749,0.47000057,0.37000066
750,0.43000013,0.3
751,0.5100003,0.3
752,0.45000058,0.32
753,0.6200008,0.6900006
754,0.48000056,0.6000007
755,0.7200008,0.4500007
756,0.5000008,0.4900006
757,0.47000057,0.4600007
758,0.4500007,0.35000032
759,0.4400006,0.49000055
760,0.61000067,0.5600006
761,0.49000055,0.5800007
762,0.3200006,0.45000058
763,0.7700002,0.45000058
764,0.39000064,0.8700007
765,0.48000044,0.5700007
766,0.4000005,0.3600008
767,0.42000073,0.7500008
768,0.35000068,0.5100003
769,0.8200005,0.3
770,0.46000057,0.4700008
771,0.48000008,0.3
772,0.64000064,0.63000065
773,0.65000063,0.3
774,0.33000046,0.3
775,0.3,0.5500007
776,0.48000056,0.50000066
777,0.5700006,0.3
778,0.73000056,0.3
779,0.38000053,0.37000042
780,0.35000044,0.49000055
781,0.45000058,0.39000064
782,0.52000064,0.38000017
783,0.4300006,0.32
784,0.48000056,0.3
785,0.6000008,0.3
786,0.50000066,0.35999995
787,0.51000077,0.5800007
788,0.64000064,0.33999997
789,0.7000005,0.36000043
790,0.31,0.8100009
791,0.73000026,0.38000005
792,0.61000067,0.48000056
793,0.67000085,0.3
794,0.6600006,0.31
795,0.31000072,0.40000063
796,0.6700006,0.3
797,0.60000056,0.62000066
798,0.32999998,0.78000075
799,0.39000064,0.35000068
800,0.3,0.36000007
801,0.62000066,0.7500005
802,0.48000056,0.5300006
803,0.43000036,0.3
804,0.53000075,0.51000077
805,0.8800005,0.37000006
806,0.38000065,0.3
807,0.36000007,0.31
808,0.3,0.3
809,0.5200004,0.32
810,0.3,0.61000067
811,0.30000073,0.3
812,0.50000054,0.43000048
813,0.48000056,0.4200006
814,0.5400006,0.6000008
815,0.4300006,0.3
816,0.7100006,0.6200008
817,0.42000055,0.62000054
818,0.62000066,0.3
819,0.7500001,0.32
820,0.60000056,0.3
821,0.3,0.62000066
822,0.32000047,0.37000042
823,0.5400006,0.5100005
824,0.52000064,0.5300006
825,0.5700007,0.36000055
826,0.7900006,0.3
827,0.34999996,0.4400007
828,0.7000005,0.5900007
829,0.4400006,0.52000076
830,0.7800006,0.4600008
831,0.43000084,0.41000062
832,0.34999996,0.47000068
833,0.40000063,0.51000077
834,0.3400007,0.7900001
835,0.55000097,0.3
836,0.82000005,0.5400006
837,0.83000046,0.3
838,0.33999997,0.31
839,0.77000076,0.34000045
840,0.52000064,0.8000007
841,0.39000052,0.3
842,0.63000053,0.3
843,0.38000065,0.3
844,0.6300004,0.67000043
845,0.37000042,0.31
846,0.54000074,0.39000064
847,0.9300008,0.46000046
848,0.46000057,0.3600008
849,0.50000066,0.31
850,0.5300007,0.3
851,0.40000063,0.3
852,0.7100006,0.75000036
853,0.7000007,0.3000006
854,0.63000065,0.45000058
855,0.44000047,0.3
856,0.5500007,0.66000056
857,0.4200006,0.38000065
858,0.65000063,0.52000064
859,0.3500008,0.47000068
860,0.9700006,0.42000085
861,0.46000057,0.44000036
862,0.5400006,0.47000045
863,0.33999997,0.50000054
864,0.39000052,0.63000065
865,0.67000073,0.33999997
866,0.91000074,0.3
867,0.65000063,0.51000065
868,0.98,0.33999997
869,0.61000067,0.52000076
870,0.5500007,0.36000067
871,0.4300006,0.36000067
872,0.6500005,0.3
873,0.4100005,0.64000064
874,0.52000076,0.37000018
875,0.42000037,0.51000065
876,0.42000073,0.7100008
877,0.3400007,0.9000009
878,0.62000066,0.7200008
879,0.31,0.38000065
880,0.5300008,0.31
881,0.31,0.6400004
882,0.6000004,0.3300001
883,0.5300005,0.35000008
884,0.81000054,0.51000065
885,0.5900007,0.3000005
886,0.68000054,0.41000062
887,0.45000046,0.36000067
888,0.31000072,0.4400007
889,0.75000083,0.31
890,0.76000077,0.34000057
891,0.5300005,0.30000073
892,0.62000066,0.40000063
893,0.7200008,0.6900006
894,0.82000077,0.34999996
895,0.45000058,0.3300001
896,0.50000054,0.4400006
897,0.48000026,0.66000074
898,0.6800006,0.48000056
899,0.43000084,0.5700006
900,0.91000044,0.6600006
901,0.53000075,0.5400005
902,0.5700008,0.77000076
903,0.37000006,0.3
904,0.4200006,0.47000057
905,0.41000074,0.5900008
906,0.5200005,0.4200006
907,0.62000054,0.4400006
908,0.4000005,0.33999997
909,0.4400006,0.37000042
910,0.5500007,0.40000063
911,0.6900007,0.37000066
912,0.38000065,0.61000067
913,0.43000036,0.3
914,0.3,0.8500007
915,0.3,0.3
916,0.30000073,0.40000063
917,0.46000046,0.39000064
918,0.5200005,0.67000085
919,0.88000065,0.3800004
920,0.49000055,0.5900007
921,0.6300004,0.39000016
922,0.40000063,0.62000066
923,0.37000066,0.33000022
924,0.72000057,0.47000057
925,0.5600006,0.39000064
926,0.64000064,0.77000076
927,0.38000065,0.35000008
928,0.3,0.7700002
929,0.7500006,0.7500008
930,0.39000064,0.3400007
931,0.31,0.3300007
932,0.3100006,0.31
933,0.50000054,0.3200007
934,0.5500005,0.4700008
935,0.38000053,0.40000063
936,0.73000073,0.46000034
937,0.6700006,0.41000062
938,0.40000063,0.40000075
939,0.6000007,0.67000073
940,0.48000056,0.60000056
941,0.47000057,0.4300006
942,0.46000057,0.86000085
943,0.45000058,0.3200001
944,0.7000008,0.7200007
945,0.36000043,0.6000007
946,0.46000057,0.53000075
947,0.8000007,0.44000047
948,0.8500007,0.53000087
949,0.8500006,0.4200005
950,0.54000074,0.3
951,0.51000077,0.42000085
952,0.58000046,0.5800007
953,0.5700007,0.3500002
954,0.4200006,0.6200004
955,0.5400005,0.52000034
956,0.3,0.32
957,0.5800007,0.8200007
958,0.3300007,0.3500002
959,0.6500005,0.60000056
960,0.51000065,0.63000065
961,0.6600006,0.41000062
962,0.66000074,0.7300008
963,0.5600005,0.6300006
964,0.33999997,0.45000082
965,0.5400005,0.38000065
966,0.64000064,0.4600007
967,0.46000057,0.3
968,0.51000065,0.31
969,0.5000008,0.49000055
970,0.72000015,0.36000043
971,0.91000056,0.49000055
972,0.8100007,0.3
973,0.65000063,0.5000008
974,0.49000078,0.39000064
975,0.7100007,0.5200005
976,0.62000066,0.5700007
977,0.39000064,0.3
978,0.6000007,0.5200005
979,0.4900009,0.3
980,0.4600007,0.36000067
981,0.5300004,0.43000084
982,0.53000075,0.47000057
983,0.4400006,0.43000036
984,0.88000065,0.34000033
985,0.7300008,0.38000005
986,0.5000008,0.3
987,0.40000063,0.39000005
988,0.5300005,0.36000007
989,0.3,0.61000067
990,0.5600006,0.38000053
991,0.4200006,0.6800006
992,0.32,0.8000002
993,0.42000037,0.7700009
994,0.43000072,0.73000073
995,0.7500007,0.4400007
996,0.40000063,0.41000038
997,0.46000057,0.37000054
998,0.4400006,0.5600007
999,0.46000057,0.64000076
1000,0.6600006,1.000001
1001,0.66000086,0.7200007
1002,0.3,0.33000046
1003,0.40000063,0.32
1004,0.38000065,0.65000063
1005,0.7000007,0.65000063
1006,0.6000007,0.53000075
1007,0.49000043,0.39000064
1008,0.40000087,0.39000064
1009,0.58000046,0.49000067
1010,0.4300006,0.36000067
1011,0.7200008,0.3300007
1012,0.36000007,0.59000057
1013,0.51000077,0.34000045
1014,0.5100008,0.32
1015,0.44000083,0.3200007
1016,0.8800008,0.6200008
1017,0.4000005,0.43000084
1018,0.38000065,0.50000054
1019,0.47000057,0.52000076
1020,0.5600007,0.34000045
1021,0.6000007,0.39000016
1022,0.41000038,0.5400005
1023,0.3,0.6900006
1024,0.80000097,0.6800008
1025,0.36000067,0.5800004
1026,0.39000064,0.5800005
1027,0.52000064,0.63000053
1028,0.5600007,0.36000055
1029,0.48000056,0.63000077
1030,0.4300006,0.61000067
1031,0.52000076,0.42000037
1032,0.3900004,0.7100006
1033,0.7000008,0.3
1034,0.48000044,0.31000072
1035,0.8600008,0.3
1036,0.86000025,0.37000066
1037,0.9000009,0.3
